date,year,month,day,day_of_week,venue,city,state,country,song_count,show_url
2001-04-01,2001,4,1,Sunday,Fox Theatre,Boulder,CO,US,19,https://discobiscuits.net/shows/2001-04-01-fox-theatre-boulder-co
2001-04-03,2001,4,3,Tuesday,Mississippi Nights,St. Louis,MO,US,11,https://discobiscuits.net/shows/2001-04-03-mississippi-nights-st-louis-mo
2001-04-04,2001,4,4,Wednesday,Barrymore Theater,Madison,WI,US,21,https://discobiscuits.net/shows/2001-04-04-barrymore-theater-madison-wi
2001-04-05,2001,4,5,Thursday,House Of Blues,Chicago,IL,US,16,https://discobiscuits.net/shows/2001-04-05-house-of-blues-chicago-il
2001-04-06,2001,4,6,Friday,The Rave,Milwaukee,WI,US,13,https://discobiscuits.net/shows/2001-04-06-the-rave-milwaukee-wi
2001-04-07,2001,4,7,Saturday,The Majestic,Detroit,MI,US,12,https://discobiscuits.net/shows/2001-04-07-the-majestic-detroit-mi
2001-04-09,2001,4,9,Monday,Lee's Palace,Toronto,ON,US,11,https://discobiscuits.net/shows/2001-04-09-lee-s-palace-toronto-ontario-canada
2001-04-10,2001,4,10,Tuesday,The Marquee at the Tralf,Buffalo,NY,US,12,https://discobiscuits.net/shows/2001-04-10-the-marquee-at-the-tralf-buffalo-ny
2001-04-12,2001,4,12,Thursday,Pearl Street,Northampton,MA,US,13,https://discobiscuits.net/shows/2001-04-12-pearl-street-northampton-ma
2001-04-13,2001,4,13,Friday,Lowell Auditorium,Lowell,MA,US,14,https://discobiscuits.net/shows/2001-04-13-lowell-auditorium-lowell-ma
2001-04-14,2001,4,14,Saturday,Roseland Ballroom,New York,NY,US,16,https://discobiscuits.net/shows/2001-04-14-roseland-ballroom-new-york-ny
2001-04-15,2001,4,15,Sunday,Electric Factory,Philadelphia,PA,US,18,https://discobiscuits.net/shows/2001-04-15-electric-factory-philadelphia-pa
2001-04-16,2001,4,16,Monday,Wetlands Preserve,New York,NY,US,6,https://discobiscuits.net/shows/2001-04-16-wetlands-preserve-new-york-ny
2001-04-18,2001,4,18,Wednesday,The Odeon,Cleveland,OH,US,13,https://discobiscuits.net/shows/2001-04-18-the-odeon-cleveland-oh
2001-04-19,2001,4,19,Thursday,Metropol,Pittsburgh,PA,US,10,https://discobiscuits.net/shows/2001-04-19-metropol-pittsburgh-pa
2001-04-20,2001,4,20,Friday,9:30 Club,Washington,DC,US,15,https://discobiscuits.net/shows/2001-04-20-9-30-club-washington-dc
2001-04-21,2001,4,21,Saturday,9:30 Club,Washington,DC,US,12,https://discobiscuits.net/shows/2001-04-21-9-30-club-washington-dc
2001-04-22,2001,4,22,Sunday,NorVa Theater,Norfolk,VA,US,11,https://discobiscuits.net/shows/2001-04-22-norva-theater-norfolk-va
2001-04-24,2001,4,24,Tuesday,Asheville Music Zone,Asheville,NC,US,13,https://discobiscuits.net/shows/2001-04-24-asheville-music-zone-asheville-nc
2001-04-25,2001,4,25,Wednesday,Music Farm,Charleston,SC,US,12,https://discobiscuits.net/shows/2001-04-25-music-farm-charleston-sc
2001-04-26,2001,4,26,Thursday,The Roxy,Atlanta,GA,US,15,https://discobiscuits.net/shows/2001-04-26-the-roxy-atlanta-ga
2001-04-27,2001,4,27,Friday,Five Points South Music Hall,Birmingham,AL,US,14,https://discobiscuits.net/shows/2001-04-27-five-points-south-music-hall-birmingham-al
2001-04-28,2001,4,28,Saturday,Howlin' Wolf,New Orleans,LA,US,15,https://discobiscuits.net/shows/2001-04-28-howlin-wolf-new-orleans-la
2001-05-01,2001,5,1,Tuesday,Fitzgerald's,Houston,TX,US,13,https://discobiscuits.net/shows/2001-05-01-fitzgerald-s-houston-tx
2001-05-02,2001,5,2,Wednesday,Gypsy Tea Room,Dallas,TX,US,10,https://discobiscuits.net/shows/2001-05-02-gypsy-tea-room-dallas-tx
2001-05-03,2001,5,3,Thursday,La Zona Rosa,Austin,TX,US,14,https://discobiscuits.net/shows/2001-05-03-la-zona-rosa-austin-tx
2001-05-05,2001,5,5,Saturday,Zephyr Club,Salt Lake City,UT,US,13,https://discobiscuits.net/shows/2001-05-05-zephyr-club-salt-lake-city-ut
2001-05-07,2001,5,7,Monday,Wild Duck Music Hall,Eugene,OR,US,11,https://discobiscuits.net/shows/2001-05-07-wild-duck-music-hall-eugene-or
2001-05-08,2001,5,8,Tuesday,Crystal Ballroom,Portland,OR,US,15,https://discobiscuits.net/shows/2001-05-08-crystal-ballroom-portland-or
2001-05-08,2001,5,8,Tuesday,Liz Wilde Show,Portland,OR,US,1,https://discobiscuits.net/shows/2001-05-08-liz-wilde-show-portland-or
2001-05-09,2001,5,9,Wednesday,Showbox,Seattle,WA,US,11,https://discobiscuits.net/shows/2001-05-09-showbox-seattle-wa
2001-05-11,2001,5,11,Friday,The Fillmore,San Francisco,CA,US,14,https://discobiscuits.net/shows/2001-05-11-the-fillmore-san-francisco-ca
2001-06-09,2001,6,9,Saturday,Cooper River Stadium,Camden,NJ,US,8,https://discobiscuits.net/shows/2001-06-09-cooper-river-stadium-camden-nj
2001-06-27,2001,6,27,Wednesday,Lisa Klein's House,Cherry Hill,NJ,US,8,https://discobiscuits.net/shows/2001-06-27-lisa-klein-s-house-cherry-hill-nj
2001-06-28,2001,6,28,Thursday,Roseland Ballroom,New York,NY,US,2,https://discobiscuits.net/shows/2001-06-28-roseland-ballroom-new-york-ny
2001-06-29,2001,6,29,Friday,Gathering Of The Vibes,Red Hook,NY,US,5,https://discobiscuits.net/shows/2001-06-29-gathering-of-the-vibes-red-hook-ny
2001-06-30,2001,6,30,Saturday,Greek Theater,Berkeley,CA,US,8,https://discobiscuits.net/shows/2001-06-30-greek-theater-berkeley-ca
2001-07-04,2001,7,4,Wednesday,Levelz,Steamboat Springs,CO,US,11,https://discobiscuits.net/shows/2001-07-04-levelz-steamboat-springs-co
2001-07-05,2001,7,5,Thursday,Mishawaka Amphitheater,Bellvue,CO,US,21,https://discobiscuits.net/shows/2001-07-05-mishawaka-amphitheater-bellvue-co
2001-07-07,2001,7,7,Saturday,Red Rocks Amphitheater,Morrison,CO,US,7,https://discobiscuits.net/shows/2001-07-07-red-rocks-amphitheater-morrison-co
2001-07-21,2001,7,21,Saturday,Hartford Meadows Music Theater,Hartford,CT,US,5,https://discobiscuits.net/shows/2001-07-21-hartford-meadows-music-theater-hartford-ct
2001-07-22,2001,7,22,Sunday,Saratoga Performing Arts Center,Saratoga Springs,NY,US,5,https://discobiscuits.net/shows/2001-07-22-saratoga-performing-arts-center-saratoga-springs-ny
2001-08-08,2001,8,8,Wednesday,The Boom Boom Room,San Francisco,CA,US,14,https://discobiscuits.net/shows/2001-08-08-the-boom-boom-room-san-francisco-ca
2001-08-25,2001,8,25,Saturday,Kahunaville,Wilmington,DE,US,17,https://discobiscuits.net/shows/2001-08-25-kahunaville-wilmington-de
2001-08-26,2001,8,26,Sunday,Kahunaville,Wilmington,DE,US,14,https://discobiscuits.net/shows/2001-08-26-kahunaville-wilmington-de
2001-09-01,2001,9,1,Saturday,Wetlands Preserve,New York,NY,US,15,https://discobiscuits.net/shows/2001-09-01-wetlands-preserve-new-york-ny
2001-09-02,2001,9,2,Sunday,Wetlands Preserve,New York,NY,US,12,https://discobiscuits.net/shows/2001-09-02-wetlands-preserve-new-york-ny
2001-09-04,2001,9,4,Tuesday,Toad's Place,New Haven,CT,US,12,https://discobiscuits.net/shows/2001-09-04-toad-s-place-new-haven-ct
2001-09-05,2001,9,5,Wednesday,Avalon Ballroom,Boston,MA,US,10,https://discobiscuits.net/shows/2001-09-05-avalon-ballroom-boston-ma
2001-09-06,2001,9,6,Thursday,Higher Ground,South Burlington,VT,US,13,https://discobiscuits.net/shows/2001-09-06-higher-ground-s-burlington-vt
2001-09-07,2001,9,7,Friday,Saratoga Winners,Cohoes,NY,US,13,https://discobiscuits.net/shows/2001-09-07-saratoga-winners-cohoes-ny
2001-09-08,2001,9,8,Saturday,Webster Theater,Hartford,CT,US,13,https://discobiscuits.net/shows/2001-09-08-webster-theater-hartford-ct
2001-09-09,2001,9,9,Sunday,State Theater,New Brunswick,NJ,US,11,https://discobiscuits.net/shows/2001-09-09-state-theater-new-brunswick-nj
2001-09-11,2001,9,11,Tuesday,Water Street Music Hall,Rochester,NY,US,0,https://discobiscuits.net/shows/2001-09-11-water-street-music-hall-rochester-ny
2001-09-12,2001,9,12,Wednesday,Newport Music Hall,Columbus,OH,US,11,https://discobiscuits.net/shows/2001-09-12-newport-music-hall-columbus-oh
2001-09-13,2001,9,13,Thursday,The Majestic,Detroit,MI,US,11,https://discobiscuits.net/shows/2001-09-13-the-majestic-detroit-mi
2001-09-14,2001,9,14,Friday,The Rave,Milwaukee,WI,US,13,https://discobiscuits.net/shows/2001-09-14-the-rave-milwaukee-wi
2001-09-15,2001,9,15,Saturday,Vic Theatre,Chicago,IL,US,15,https://discobiscuits.net/shows/2001-09-15-vic-theatre-chicago-il
2001-09-16,2001,9,16,Sunday,Canopy Club,Urbana,IL,US,13,https://discobiscuits.net/shows/2001-09-16-canopy-club-urbana-il
2001-09-18,2001,9,18,Tuesday,Cabooze,Minneapolis,MN,US,11,https://discobiscuits.net/shows/2001-09-18-cabooze-minneapolis-mn
2001-09-19,2001,9,19,Wednesday,Union Bar,Iowa City,IA,US,14,https://discobiscuits.net/shows/2001-09-19-union-bar-iowa-city-ia
2001-09-21,2001,9,21,Friday,Gothic Theater,Englewood,CO,US,15,https://discobiscuits.net/shows/2001-09-21-gothic-theater-englewood-co
2001-09-22,2001,9,22,Saturday,Fox Theatre,Boulder,CO,US,13,https://discobiscuits.net/shows/2001-09-22-fox-theatre-boulder-co
2001-09-23,2001,9,23,Sunday,Fox Theatre,Boulder,CO,US,16,https://discobiscuits.net/shows/2001-09-23-fox-theatre-boulder-co
2001-09-27,2001,9,27,Thursday,El Rey Theater,Los Angeles,CA,US,17,https://discobiscuits.net/shows/2001-09-27-el-rey-theater-los-angeles-ca
2001-09-28,2001,9,28,Friday,Belly Up Tavern,Solana Beach,CA,US,15,https://discobiscuits.net/shows/2001-09-28-belly-up-tavern-solana-beach-ca
2001-09-29,2001,9,29,Saturday,Ventura Theater,Ventura,CA,US,13,https://discobiscuits.net/shows/2001-09-29-ventura-theater-ventura-ca
2001-09-30,2001,9,30,Sunday,The Galaxy Theatre,Santa Ana,CA,US,17,https://discobiscuits.net/shows/2001-09-30-the-galaxy-theatre-santa-ana-ca
2001-10-13,2001,10,13,Saturday,Asagiri Arena,Asagiri,,US,7,https://discobiscuits.net/shows/2001-10-13-asagiri-arena-asagiri-japan
2001-10-14,2001,10,14,Sunday,Asagiri Arena,Asagiri,,US,5,https://discobiscuits.net/shows/2001-10-14-asagiri-arena-asagiri-japan
2001-10-31,2001,10,31,Wednesday,Woodmen of the World Hall,Eugene,OR,US,10,https://discobiscuits.net/shows/2001-10-31-woodmen-of-the-world-hall-eugene-or
2001-11-01,2001,11,1,Thursday,Wett Bar,Vancouver,BC,US,12,https://discobiscuits.net/shows/2001-11-01-wett-bar-vancouver-bc
2001-11-02,2001,11,2,Friday,Crystal Ballroom,Portland,OR,US,11,https://discobiscuits.net/shows/2001-11-02-crystal-ballroom-portland-or
2001-11-03,2001,11,3,Saturday,King Cat Theatre,Seattle,WA,US,12,https://discobiscuits.net/shows/2001-11-03-king-cat-theatre-seattle-wa
2001-11-17,2001,11,17,Saturday,The Catalyst,Santa Cruz,CA,US,15,https://discobiscuits.net/shows/2001-11-17-the-catalyst-santa-cruz-ca
2001-11-23,2001,11,23,Friday,The Fillmore,San Francisco,CA,US,15,https://discobiscuits.net/shows/2001-11-23-the-fillmore-san-francisco-ca
2001-11-24,2001,11,24,Saturday,The Fillmore,San Francisco,CA,US,14,https://discobiscuits.net/shows/2001-11-24-the-fillmore-san-francisco-ca
2001-11-29,2001,11,29,Thursday,Georgia Theater,Athens,GA,US,15,https://discobiscuits.net/shows/2001-11-29-georgia-theater-athens-ga
2001-11-30,2001,11,30,Friday,Five Points South Music Hall,Birmingham,AL,US,15,https://discobiscuits.net/shows/2001-11-30-five-points-south-music-hall-birmingham-al
2001-12-01,2001,12,1,Saturday,The Roxy,Atlanta,GA,US,14,https://discobiscuits.net/shows/2001-12-01-the-roxy-atlanta-ga
2001-12-02,2001,12,2,Sunday,Jake's Roadhouse,Decatur,GA,US,10,https://discobiscuits.net/shows/2001-12-02-jake-s-roadhouse-decatur-ga
2001-12-03,2001,12,3,Monday,Tremont Music Hall,Charlotte,NC,US,16,https://discobiscuits.net/shows/2001-12-03-tremont-music-hall-charlotte-nc
2001-12-04,2001,12,4,Tuesday,Ziggy's,Winston-Salem,NC,US,18,https://discobiscuits.net/shows/2001-12-04-ziggy-s-winston-salem-nc
2001-12-05,2001,12,5,Wednesday,Cat's Cradle,Carrboro,NC,US,16,https://discobiscuits.net/shows/2001-12-05-cat-s-cradle-carrboro-nc
2001-12-06,2001,12,6,Thursday,NorVa Theater,Norfolk,VA,US,14,https://discobiscuits.net/shows/2001-12-06-norva-theater-norfolk-va
2001-12-07,2001,12,7,Friday,9:30 Club,Washington,DC,US,18,https://discobiscuits.net/shows/2001-12-07-9-30-club-washington-dc
2001-12-08,2001,12,8,Saturday,9:30 Club,Washington,DC,US,15,https://discobiscuits.net/shows/2001-12-08-9-30-club-washington-dc
2001-12-27,2001,12,27,Thursday,Recher Theatre,Towson,MD,US,13,https://discobiscuits.net/shows/2001-12-27-recher-theatre-towson-md
2001-12-28,2001,12,28,Friday,The Palladium,Worcester,MA,US,16,https://discobiscuits.net/shows/2001-12-28-the-palladium-worcester-ma
2001-12-29,2001,12,29,Saturday,Roseland Ballroom,New York,NY,US,13,https://discobiscuits.net/shows/2001-12-29-roseland-ballroom-new-york-ny
2001-12-30,2001,12,30,Sunday,Electric Factory,Philadelphia,PA,US,17,https://discobiscuits.net/shows/2001-12-30-electric-factory-philadelphia-pa
2001-12-31,2001,12,31,Monday,Electric Factory,Philadelphia,PA,US,21,https://discobiscuits.net/shows/2001-12-31-electric-factory-philadelphia-pa
2002-03-04,2002,3,4,Monday,Fox Theatre,Boulder,CO,US,13,https://discobiscuits.net/shows/2002-03-04-fox-theatre-boulder-co
2002-03-05,2002,3,5,Tuesday,Fox Theatre,Boulder,CO,US,11,https://discobiscuits.net/shows/2002-03-05-fox-theatre-boulder-co
2002-03-06,2002,3,6,Wednesday,DNA Lounge,San Francisco,CA,US,11,https://discobiscuits.net/shows/2002-03-06-dna-lounge-san-francisco-ca
2002-03-07,2002,3,7,Thursday,Rio Theater,Santa Cruz,CA,US,13,https://discobiscuits.net/shows/2002-03-07-rio-theater-santa-cruz-ca
2002-03-08,2002,3,8,Friday,Whisky A Go-Go,Los Angeles,CA,US,16,https://discobiscuits.net/shows/2002-03-08-whisky-a-go-go-los-angeles-ca
2002-03-09,2002,3,9,Saturday,Whisky A Go-Go,Los Angeles,CA,US,16,https://discobiscuits.net/shows/2002-03-09-whisky-a-go-go-los-angeles-ca
2002-03-29,2002,3,29,Friday,House Of Blues,Chicago,IL,US,20,https://discobiscuits.net/shows/2002-03-29-house-of-blues-chicago-il
2002-03-30,2002,3,30,Saturday,House Of Blues,Chicago,IL,US,23,https://discobiscuits.net/shows/2002-03-30-house-of-blues-chicago-il
2002-04-01,2002,4,1,Monday,Bogart's,Cincinnati,OH,US,14,https://discobiscuits.net/shows/2002-04-01-bogart-s-cincinnati-oh
2002-04-03,2002,4,3,Wednesday,Water Street Music Hall,Rochester,NY,US,19,https://discobiscuits.net/shows/2002-04-03-water-street-music-hall-rochester-ny
2002-04-04,2002,4,4,Thursday,Crocodile Rock,Allentown,PA,US,19,https://discobiscuits.net/shows/2002-04-04-crocodile-rock-allentown-pa
2002-04-05,2002,4,5,Friday,9:30 Club,Washington,DC,US,19,https://discobiscuits.net/shows/2002-04-05-9-30-club-washington-dc
2002-04-06,2002,4,6,Saturday,NorVa Theater,Norfolk,VA,US,18,https://discobiscuits.net/shows/2002-04-06-norva-theater-norfolk-va
2002-04-08,2002,4,8,Monday,Pearl Street,Northampton,MA,US,16,https://discobiscuits.net/shows/2002-04-08-pearl-street-northampton-ma
2002-04-09,2002,4,9,Tuesday,Higher Ground,South Burlington,VT,US,16,https://discobiscuits.net/shows/2002-04-09-higher-ground-s-burlington-vt
2002-04-11,2002,4,11,Thursday,Somerville Theater,Somerville,MA,US,15,https://discobiscuits.net/shows/2002-04-11-somerville-theater-somerville-ma
2002-04-12,2002,4,12,Friday,Tower Theater,Upper Darby,PA,US,16,https://discobiscuits.net/shows/2002-04-12-tower-theater-upper-darby-pa
2002-04-13,2002,4,13,Saturday,Paramount Theater,Asbury Park,NJ,US,15,https://discobiscuits.net/shows/2002-04-13-paramount-theater-asbury-park-nj
2002-04-14,2002,4,14,Sunday,The Vanderbilt,Plainview,NY,US,16,https://discobiscuits.net/shows/2002-04-14-the-vanderbilt-plainview-ny
2002-04-15,2002,4,15,Monday,The Vanderbilt,Plainview,NY,US,16,https://discobiscuits.net/shows/2002-04-15-the-vanderbilt-plainview-ny
2002-04-17,2002,4,17,Wednesday,Newport Music Hall,Columbus,OH,US,16,https://discobiscuits.net/shows/2002-04-17-newport-music-hall-columbus-oh
2002-04-18,2002,4,18,Thursday,Vogue Theater,Indianapolis,IN,US,16,https://discobiscuits.net/shows/2002-04-18-vogue-theater-indianapolis-in
2002-04-19,2002,4,19,Friday,Royal Oak Theater,Detroit,MI,US,15,https://discobiscuits.net/shows/2002-04-19-royal-oak-theater-detroit-mi
2002-04-20,2002,4,20,Saturday,Barrymore Theater,Madison,WI,US,20,https://discobiscuits.net/shows/2002-04-20-barrymore-theater-madison-wi
2002-04-22,2002,4,22,Monday,Union Bar,Iowa City,IA,US,16,https://discobiscuits.net/shows/2002-04-22-union-bar-iowa-city-ia
2002-04-23,2002,4,23,Tuesday,Canopy Club,Urbana,IL,US,16,https://discobiscuits.net/shows/2002-04-23-canopy-club-urbana-il
2002-04-25,2002,4,25,Thursday,Canal Club,Richmond,VA,US,21,https://discobiscuits.net/shows/2002-04-25-canal-club-richmond-va
2002-04-26,2002,4,26,Friday,"Memorial Gymnasium, University of Virginia",Charlottesville,VA,US,18,https://discobiscuits.net/shows/2002-04-26-memorial-gymnasium-university-of-virginia-charlottesville-va
2002-04-27,2002,4,27,Saturday,City Centerfest,Charlotte,NC,US,9,https://discobiscuits.net/shows/2002-04-27-city-centerfest-charlotte-nc
2002-04-29,2002,4,29,Monday,Meatcamp,Boone,NC,US,16,https://discobiscuits.net/shows/2002-04-29-meatcamp-boone-nc
2002-05-01,2002,5,1,Wednesday,Legends,Boone,NC,US,16,https://discobiscuits.net/shows/2002-05-01-legends-boone-nc
2002-05-02,2002,5,2,Thursday,Rhythm And Brews,Chattanooga,TN,US,17,https://discobiscuits.net/shows/2002-05-02-rhythm-and-brews-chattanooga-tn
2002-05-03,2002,5,3,Friday,Tipitina's,New Orleans,LA,US,19,https://discobiscuits.net/shows/2002-05-03-tipitina-s-new-orleans-la
2002-05-05,2002,5,5,Sunday,Music Midtown,Atlanta,GA,US,7,https://discobiscuits.net/shows/2002-05-05-music-midtown-atlanta-ga
2002-06-22,2002,6,22,Saturday,Bonnaroo Music Festival,Manchester,TN,US,8,https://discobiscuits.net/shows/2002-06-22-bonnaroo-music-festival-manchester-tn
2002-07-25,2002,7,25,Thursday,Gothic Theater,Englewood,CO,US,17,https://discobiscuits.net/shows/2002-07-25-gothic-theater-englewood-co
2002-07-26,2002,7,26,Friday,Mishawaka Amphitheater,Bellvue,CO,US,20,https://discobiscuits.net/shows/2002-07-26-mishawaka-amphitheater-bellvue-co
2002-07-27,2002,7,27,Saturday,Mishawaka Amphitheater,Bellvue,CO,US,19,https://discobiscuits.net/shows/2002-07-27-mishawaka-amphitheater-bellvue-co
2002-07-28,2002,7,28,Sunday,Double Diamond,Aspen,CO,US,18,https://discobiscuits.net/shows/2002-07-28-double-diamond-aspen-co
2002-07-30,2002,7,30,Tuesday,The Backyard,Austin,TX,US,6,https://discobiscuits.net/shows/2002-07-30-the-backyard-austin-tx
2002-08-01,2002,8,1,Thursday,Fox Theater,St. Louis,MO,US,5,https://discobiscuits.net/shows/2002-08-01-fox-theater-st-louis-mo
2002-08-02,2002,8,2,Friday,Park West,Chicago,IL,US,18,https://discobiscuits.net/shows/2002-08-02-park-west-chicago-il
2002-08-03,2002,8,3,Saturday,"Second Stage, Alpine Valley Music Theater",East Troy,WI,US,6,https://discobiscuits.net/shows/2002-08-03-second-stage-alpine-valley-music-theater-east-troy-wi
2002-08-05,2002,8,5,Monday,Vogue Theater,Indianapolis,IN,US,15,https://discobiscuits.net/shows/2002-08-05-vogue-theater-indianapolis-in
2002-08-06,2002,8,6,Tuesday,Tussey Mountain Amphitheater,Boalsburg,PA,US,18,https://discobiscuits.net/shows/2002-08-06-tussey-mountain-amphitheater-boalsburg-pa
2002-08-07,2002,8,7,Wednesday,Tussey Mountain Amphitheater,Boalsburg,PA,US,19,https://discobiscuits.net/shows/2002-08-07-tussey-mountain-amphitheater-boalsburg-pa
2002-08-09,2002,8,9,Friday,Marrz Theater,Wilmington,NC,US,18,https://discobiscuits.net/shows/2002-08-09-marrz-theater-wilmington-nc
2002-08-10,2002,8,10,Saturday,TCC Reading Park,Norfolk,VA,US,8,https://discobiscuits.net/shows/2002-08-10-tcc-reading-park-norfolk-va
2002-08-10,2002,8,10,Saturday,NorVa Theater,Norfolk,VA,US,17,https://discobiscuits.net/shows/2002-08-10-norva-theater-norfolk-va
2002-08-11,2002,8,11,Sunday,Brown's Island,Richmond,VA,US,18,https://discobiscuits.net/shows/2002-08-11-brown-s-island-richmond-va
2002-08-13,2002,8,13,Tuesday,Club Laga,Pittsburgh,PA,US,15,https://discobiscuits.net/shows/2002-08-13-club-laga-pittsburgh-pa
2002-08-14,2002,8,14,Wednesday,The Silo,Reading,PA,US,16,https://discobiscuits.net/shows/2002-08-14-the-silo-reading-pa
2002-08-15,2002,8,15,Thursday,Kahunaville,Wilmington,DE,US,19,https://discobiscuits.net/shows/2002-08-15-kahunaville-wilmington-de
2002-08-16,2002,8,16,Friday,"Rumsey Playfield, Central Park",New York,NY,US,12,https://discobiscuits.net/shows/2002-08-16-rumsey-playfield-central-park-new-york-ny
2002-08-17,2002,8,17,Saturday,Webster Theater,Hartford,CT,US,21,https://discobiscuits.net/shows/2002-08-17-webster-theater-hartford-ct
2002-08-18,2002,8,18,Sunday,Lupo's Heartbreak Hotel,Providence,RI,US,17,https://discobiscuits.net/shows/2002-08-18-lupo-s-heartbreak-hotel-providence-ri
2002-08-23,2002,8,23,Friday,Salansky Farms,Union Dale,PA,US,17,https://discobiscuits.net/shows/2002-08-23-salansky-farms-union-dale-pa
